,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
15043,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-11,0.0,,25.6,16.9
15044,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-12,0.0,,25.4,16.2
15045,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-13,0.0,,27.1,16.4
15046,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-14,0.0,,26.9,18.3
15047,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-15,0.0,,32.2,18.6
15048,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-16,10.7,,23.3,20.0
15049,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-17,0.0,,24.3,18.6
15050,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-18,0.0,,24.7,15.1
15051,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-19,0.0,,26.0,15.1
15052,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-20,0.0,,26.2,18.3
15053,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-21,0.0,,27.0,17.8
15054,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-22,0.0,,26.7,19.4
15055,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-23,0.8,,30.1,17.4
15056,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-24,0.8,,22.4,17.5
15057,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-25,0.3,,23.9,15.7
15058,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-26,0.0,,29.4,13.3
15059,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-27,12.4,,20.6,16.7
